Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Source
-0.21329506910672533,-0.09468547655021305,0.0,0.0,-0.6666666666666666,-0.3737297370950048,1,1
0.0681566248535954,-0.12662031803050833,0.0,0.3307622102297858,-0.3333333333333333,0.039389029408044715,2,2
1.2134444542296194,1.167105161810992,0.0,-0.025516118719992854,0.6666666666666666,-0.015373259947831336,3,3
-0.2868215866529037,-0.3479228266775558,0.0,0.38582840402998564,-0.6666666666666666,-0.41548110907657193,1,0
-0.0897169824550926,-0.1534496119145101,0.0,0.0,-0.2647571794431023,-0.3856632988913317,1,3
-0.06371515714398511,-0.23279737748985235,0.0,-0.8465001465939243,-0.16666666666666666,-0.11262811876054644,2,3
1.3616055123846438,1.5907585422807016,0.0,-1.2904435680031685,0.5,0.1354487837087189,3,1
0.8497518834881835,0.8339967724281133,0.0,-1.2923090712966956,0.6666666666666666,-0.041565269864952854,3,1
-0.21326280057692779,-0.09102930632504469,0.0,0.0,-0.6666666666666666,-0.373711138082384,1,2
0.1860194715367354,0.1620809594470874,4.611053584578588,0.0,0.3333333333333333,1.450573307044384,0,0
-0.2586879336810304,-0.19842586566249434,0.0,0.3405362605163965,-0.6666666666666666,-0.39989338528137547,1,1
-0.27817702735713906,-0.3735103426484106,0.623665435748144,0.0,-0.3333333333333333,1.1916007495470444,1,2
-0.2691762352457442,-0.4176275789165649,0.0,0.0,-0.6666666666666666,-0.4059386576999631,2,0
-0.18020946557527484,-0.09217232277525257,0.0,0.0,-0.3333333333333333,-0.35465977755513883,1,2
-0.06032355297213025,-0.19330704853546468,0.0,-0.77361044697244,-0.16666666666666666,-0.1087183968616528,2,1
1.1471022315297705,1.317443356146624,0.0,-1.0936353805851862,0.5,0.06126723432547989,3,2
-0.14278059617438005,0.051620800631902046,0.0,-0.8257730495659241,-0.14738653322332182,-0.20377197363253702,2,0
0.04617884437027216,0.09164101865698072,0.0,-0.9342953224905409,-0.16666666666666666,0.014053817723323444,2,0
-0.07221928087368903,-0.1248244444519951,0.0,-0.7277173649683641,-0.16666666666666666,-0.12243137323606537,2,2
-0.28350053445167334,-0.4578580023947005,0.0,0.0,-0.3333333333333333,-0.4141949316420219,1,0
0.2350374242337224,0.38774311735232103,4.303510323358546,0.0,0.6666666666666666,1.6200918180976944,0,2
1.950346348690582,1.7440558074637051,0.0,-1.0816163139596435,0.5,0.2663110530364355,3,0
0.15840979410257747,0.27192418169733,1.6497850641930973,0.4413305059239995,0.3333333333333333,1.3550909143334309,0,2
-0.11682797640514465,-0.34994987270975847,0.0,-0.5332577967815912,-0.3333333333333333,-0.17385470714033668,2,2
-0.19662388266408304,-0.32990581081999765,0.0,-0.7425852318903036,-0.368271339455651,-0.2658406189196634,2,2
0.23592535297317144,0.11653619258094265,4.0433893979392295,0.0,0.8333333333333334,1.6231625370802534,0,3
0.36009824981208577,0.2855095863408326,4.365705669452275,0.0,0.8333333333333334,1.9243084351147062,0,0
0.12360480425123266,0.03916071080324624,3.907047785141074,0.0,0.3333333333333333,1.2347250130217624,0,1
-0.3428666773907108,-0.41504933112455544,0.0,-1.0290088425920283,-0.16666666666666666,-0.2798758021737544,2,2
-0.10077480941863595,-0.26765043684976375,0.0,-0.9377618405333541,-0.16666666666666666,-0.15534918133794778,2,3
1.1866703724185377,1.1862085605362278,0.0,-1.2229814437603326,0.6666666666666666,0.07495106231004549,3,1
1.432295182923354,1.6665135371825344,-0.3458866626881734,-1.2856735808979223,0.6666666666666666,13.80322956111426,3,2
-0.1258208694539641,-0.29799433896495076,0.4290900784740124,-1.0442801904932237,-0.3333333333333333,-0.18422139768139392,2,1
0.2103628050773974,0.10496757036752234,4.775502100121679,0.0,0.6666666666666666,1.5347597209771868,0,3
0.14730849091244322,-0.12146460603976694,4.465312730953371,0.0,0.6666666666666666,1.3166993397367506,0,1
1.7820229264140075,1.9579348521806086,0.0,-1.290749538900131,0.8333333333333334,0.28084150234733624,3,1
-0.01253014442995578,-0.16467560764017355,0.0,0.3397644757848824,-0.16666666666666666,-0.053623837906113324,2,1
1.4036070663292086,1.3674234027405097,0.0,-1.2032238550718821,0.5,0.07652262691837299,3,1
1.2479545058575245,1.2072569137031621,0.0,-1.1596204663783034,0.5,0.03708314404686431,3,2
-0.2587937106326615,-0.44811426431828244,0.0,0.0,-0.6666666666666666,-0.39995435325452844,1,3
-0.218982037259084,-0.19987539315511893,-0.5304997466682632,0.0,-0.5,-0.3770076054423933,1,1
-0.2293951524132011,-0.15315790653046277,0.0,0.0,-0.3333333333333333,-0.3830095417372598,1,1
0.40113201921326674,0.4533741252976949,4.4068042088135035,0.0,0.8333333333333334,2.1944958249110122,0,0
-0.1864215140368699,-0.27638531210073075,0.0,-0.8972736354922367,-0.3373974860934326,-0.2540796875074975,2,1
-0.07011233349031884,-0.041577638501806555,0.0,0.29966043859948266,0.0,-0.1200025584607627,2,1
-0.08837076861997399,-0.13482049670786553,0.0,-0.9216103715543458,-0.16666666666666666,-0.14105023974926095,2,1
-0.14773699019581482,-0.342767832704249,0.0,-0.7906009490069219,-0.16666666666666666,1.5160734177002035,2,3
-0.2562995316410601,-0.42306556344872936,0.0,0.0,-0.3333333333333333,-0.39851675238350887,1,1
0.20932138270798992,0.27613781129705217,4.75454697077468,0.0,0.6666666666666666,1.5311581758345154,0,1
0.22017182329703372,0.1452268006023026,3.5540274855654475,0.0,0.6666666666666666,1.1725927836135481,0,0
-0.2029561279279745,-0.19011658383482866,0.0,0.0,-0.28681678032252256,-0.36777055337401227,1,3
-0.04526261505378159,-0.044290126344364474,4.611542361426947,0.0,0.5,0.650731763386091,0,0
-0.1995383338529942,-0.35490693249873795,0.0,0.0,-0.3333333333333333,-0.36580059702536927,1,1
0.0,0.028655160698226968,0.0,-1.0,-0.16666666666666666,-0.03917952849034033,2,2
-0.2320701696351286,-0.4316526137744188,0.0,0.0,-0.3333333333333333,-0.3845513745813278,1,1
-0.25016599214861046,-0.20064755898700407,0.0,-0.8081372361277999,-0.3333333333333333,-0.32756207795718273,2,1
0.0017309330030322904,-0.10673111857961501,0.0,-0.9125060825284058,-0.3333333333333333,-0.03718416985632481,2,0
1.9502793371610252,1.964297155968886,0.0,-1.0994115534815694,0.8333333333333334,13.80322956111426,3,2
-0.2212144784055131,-0.2864352957230053,0.0,0.0,-0.3333333333333333,-0.37829434522627137,1,2
1.314075126168979,1.3957699532319494,-0.3672994553341987,-1.1568735726652726,0.5,0.11901137688580288,3,0
-0.21348627077948265,-0.3291649906398151,-0.2029789895735878,0.3829695512397874,-0.5,-0.37383994237386486,2,3
-0.20526784082479704,-0.2291703762135932,0.0,0.3520768659854666,-0.6666666666666666,-0.36910298399956476,1,2
1.4402762012947252,1.6580121551390117,0.0,-1.1703120168720795,0.5,0.16265542395747606,3,2
1.2155233042460163,1.399140014222464,1.048665594197675,-1.0935795163196729,0.8333333333333334,0.08492925555110567,3,1
-0.20359174505482103,-0.24573038320628668,0.0,0.0,-0.6666666666666666,-0.3681369118985073,1,1
0.33052847709383454,0.23160173463773806,4.353604484046464,0.0,0.3333333333333333,1.9503279909510371,0,3
-0.2023734257380321,-0.4398288197775633,0.7913436916850534,-0.7675720094315571,-0.3333333333333333,-0.27246848978130267,2,1
1.3552380926182352,1.5364107748712836,0.0,-0.13473876253219497,0.6666666666666666,0.13324674250001017,3,1
0.020921403168117025,-0.11651345359585108,0.0,-0.6829485469554555,0.0,-0.015062071388252706,2,0
