Poids,Volume,Conductivite,Opacite,Rigidite,Prix_Revente,Categorie,Source,Rapport_Collecte
16.708779878885796,70.94097654208932,0.0,1.0,1.0,0.8354389939442899,Papier,,"Lot de papier récupéré dans un site non renseigné. Poids léger de 16.7 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général."
47.27747627434259,64.70292526037132,0.0,,3.0,4.727747627434259,Plastique,Usine_A,"Lot plastique à l'Usine A. Volume 64.7 L, poids 47.3 kg. Aspect indéterminée, rigidité moyenne. Aucune trace de métal."
,317.41518289584855,0.0,,9.0,4.211790113681422,Verre,Usine_B,"Bris de verre ou contenants en provenance de l'Usine B. Masse non mesuré kg. Matériau dense, rigidité élevée, transparence partielle. Légère contamination observée."
,21.474390728113523,0.0,,1.0,0.4420673081225436,Papier,Centre_Tri,"Feuilles et cartons collectés au Centre de Tri. Masse totale non mesuré kg. Matériau léger, souple et opaque. Lot conforme aux standards de tri."
,59.46217555431896,0.0,1.0,,0.7230037589117354,Papier,Usine_B,"Déchet de type papier identifié à l'Usine B. Volume estimé 59.5 L, poids non mesuré kg. Texture de rigidité non mesurée, très opaque."
32.95477524423183,43.962633117130494,0.0,0.3523563426524086,4.0,3.2954775244231835,Plastique,Usine_B,"Déchet plastique collecté à l'Usine B. Poids 33.0 kg, volume 44.0 L. Rigidité semi-rigide, non conducteur. Surface légèrement translucide."
187.7600073603065,400.170298955338,0.0,0.0127023659180002,8.0,5.6328002208091945,Verre,Collecte_Citoyenne,"Déchets en verre identifiés lors d'une collecte citoyenne. Poids 187.8 kg, volume 400.2 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
132.167170236169,252.34684001326252,0.0,0.0112750993301854,9.0,3.96501510708507,Verre,Collecte_Citoyenne,"Déchets en verre identifiés via la collecte citoyenne. Poids 132.2 kg, volume 252.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
16.712284590037573,71.65516131026371,0.0,1.0,1.0,0.8356142295018787,Papier,Usine_A,"Feuilles et cartons collectés provenant de l'Usine A. Masse totale 16.7 kg. Matériau léger, souple et opaque. Matériau mélangé à d'autres déchets."
60.07865549577275,121.09692286684034,0.953797483036102,1.0,7.0,18.023596648731825,Métal,Centre_Tri,"Métal de récupération au centre de tri municipal. Masse 60.1 kg. Forte conductivité (0.954), rigidité élevée. Bonne valeur marchande."
11.77862409916026,50.67665590448436,0.0,,1.0,0.5889312049580131,Papier,Collecte_Citoyenne,"Lot de papier récupéré via la collecte citoyenne. Poids léger de 11.8 kg, volume moyen. Matériau souple, non conducteur, aspect indéterminée. Bon état général."
9.661897853087028,16.476206005748185,,1.0,3.0,,Papier,Usine_A,"Déchet de type papier identifié provenant de l'Usine A. Volume estimé 16.5 L, poids 9.7 kg. Texture semi-rigide, très opaque."
10.639481172982205,7.8584841229505,0.0,1.0,1.0,0.5319740586491103,,Centre_Tri,"Lot de déchets non identifiés au Centre de Tri. Masse 10.6 kg. Comportement physique atypique, classification incertaine. Odeur inhabituelle signalée par l'agent."
20.302234070552338,71.43188807946832,0.0,1.0,3.0,1.015111703527617,Papier,Usine_A,"Lot de papier récupéré à l'Usine A. Poids léger de 20.3 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général."
33.32314011979592,51.67654950846076,0.0,0.4081230803615173,4.0,3.332314011979592,Plastique,Collecte_Citoyenne,"Déchet plastique collecté issu de la collecte citoyenne. Poids 33.3 kg, volume 51.7 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque."
164.46263232583098,346.78177193763906,0.0,0.1632771470426124,8.0,4.93387896977493,Verre,Usine_A,"Déchets en verre identifiés provenant de l'Usine A. Poids 164.5 kg, volume 346.8 L. Non conducteur, très rigide. Nécessite manipulation avec précaution."
24.36741388539637,99.5199835950106,0.0,0.36821431146603,,2.4367413885396374,Plastique,Centre_Tri,"Déchets plastiques divers au centre de tri municipal. Poids estimé 24.4 kg. Opacité légèrement translucide, souplesse variable. Légère contamination observée."
44.89045173884479,107.33740684729185,0.0,0.2851856646035643,4.0,4.489045173884479,Plastique,Centre_Tri,"Déchets plastiques divers au Centre de Tri. Poids estimé 44.9 kg. Opacité légèrement translucide, souplesse variable. Volume surestimé, vérification recommandée."
32.031135479465064,65.05372554491822,0.0,0.4432351398167541,4.0,3.2031135479465065,Plastique,Usine_A,"Lot plastique en provenance de l'Usine A. Volume 65.1 L, poids 32.0 kg. Aspect semi-opaque, rigidité moyenne. Aucune trace de métal."
9.083707436671125,-22.61722868185976,0.0,1.0,3.0,0.4541853718335562,Papier,Centre_Tri,"Papier usagé au centre de tri municipal. Poids relevé : 9.1 kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets."
65.40253503203273,165.1770575443392,0.8901820894832209,1.0,9.0,19.62076050960982,Métal,Usine_A,"Déchet métallique détecté à l'Usine A. Poids 65.4 kg, volume 165.2 L. Conductivité élevée (0.890), rigidité importante. Étiquetage absent sur le conteneur."
2288.5846636713877,430.1149035699797,0.0,0.172472741749349,8.0,6.865753991014163,Verre,Centre_Tri,"Bris de verre ou contenants depuis le Centre de Tri. Masse 2288.6 kg. Matériau dense, rigidité élevée, transparence partielle. Légère contamination observée."
57.0799460718378,142.55335169455049,,55.0,7.0,17.12398382155134,Métal,Usine_A,"Ferraille ou métal collecté à l'Usine A. Masse 57.1 kg. Haute conductivité électrique, matériau rigide. Prix revente estimé."
